mmsi,brokenCount,count,judgedBrokenDT
354237000,0,0,0
440232000,0,0,0
355330000,0,0,0
667003420,0,0,0
431301752,0,0,0
515568000,0,0,0
431500583,0,0,0
431400631,0,0,0
431501801,0,0,0
431501754,0,0,0
355395000,0,0,0
431000915,0,0,0
259712000,0,0,0
440147330,0,0,0
412377210,0,0,0
564404000,0,0,0
431006084,0,0,0
431003496,0,0,0
514286000,0,0,0
431500352,0,0,0
431501662,0,0,0
431602076,0,0,0
431401807,0,0,0
431600204,0,0,0
356717000,0,0,0
431200133,0,0,0
356405000,0,0,0
431501618,0,0,0
431800262,0,0,0
273330710,0,0,0
